,likes,replies,retweets,text,timestamp,user
384,2,0,0,"Being on the set of #datemyfamilyZambia is one experience I need to blog about maybe even a vlog if my producers will let me. Great times, funny moments, tough decisions and… https://www.instagram.com/chosamweemba/p/BvTP-mTFk6-/?utm_source=ig_twitter_share&igshid=n4ob4ffj84j9 …",2019-03-22 06:37:00,ChosaMweemba
385,4,1,2,Kstar why #datemyfamilyZambia pic.twitter.com/dukZoSNo20,2019-03-22 05:39:27,Hamz_n2o
386,1,0,0,"On behalf of all well meaning Zambian men, we would like to distance ourselves from such thinking. Matthews is Malawian #DateMyFamilyZambia",2019-03-22 04:48:18,Go_4Djay
387,36,0,2,"A rare pic of James, Mukula and I. #datemyfamilyZambia .  pic.twitter.com/YvKbAAkiFe",2019-03-21 22:23:20,SilzWesley
388,0,0,0,"Okay guys I'm still thinking about how Zhane left James, WOW! 
Naena James must have been drunk because takwaaba 
#datemyfamilyzambia",2019-03-21 21:55:11,LizzyAyanda
389,0,0,0,I honestly give up on #datemyfamilyZambia ,2019-03-21 21:54:06,Hot_Mess_360
390,8,0,2,Man's was a typical example why women prefer tall men...Alot of Short niggas just don't know how to act...smh #DateMyFamilyZambia,2019-03-21 21:47:54,i_R_def
391,1,0,0,#DateMyFamilyZambia pic.twitter.com/6Ww2lp2in8,2019-03-21 21:34:38,Scenabella
392,1,0,0,"The girl was intimidated by the guys career.He is living her dream and is so free...She has a career that fits her audience.Mxim
#datemyfamilyZambia",2019-03-21 21:11:03,bernchama
393,2,0,0,"Issa kuno mwaiche iwe
#DateMyFamilyZambia",2019-03-21 21:06:53,BryghtJR
394,4,0,0,"If Some Foreigner Used #DateMyFamilyZambia As A Research Method To See If Zambians Between 19-30 Have Manners Or Not, They Would Have A Good Sized Sample. And They Would Have Conclusive Results. This Season Has Been Shambolic. Someone Just Has 2 Be Mannerless On Each Episode. Tsk",2019-03-21 21:06:45,StFranceskko
395,9,0,0,"Calling a girl mwaiche on your first date?? I can also walk away. Not as diplomatic as she did though. 

Anze ayenda patali baaaad!!!! *K-star voice* 
#DateMyFamilyZambia",2019-03-21 21:03:12,Sheikh_DeK
396,2,0,0,"Mostly the reason they tweet the TV shows is for us to know they have  DSTV
#datemyfamilyZambia",2019-03-21 21:01:08,SepisoLane
397,4,0,0,"From ""She's a Foreign Angel"" to ""Both of us can be an entrepreneurship"" 
#DateMyFamilyZambia",2019-03-21 21:01:02,Swishy_Swish
398,1,0,0,"Hi tweeps I'm not eating this evening until I join and #DateMyFamilyZambia in all this  #MarchMadness

P.S:
Lemme just drink small water while waiting, popcorn is finish. pic.twitter.com/Xl1YdSFrhs",2019-03-21 21:00:16,unkubob
399,1,1,0,Wait... uncle James was actually on #DateMyFamilyZambia and I missed it. Too busy catching up with mum I wasn't even looking at my phone and I forgot it's Thursday.,2019-03-21 20:57:51,MondeSepo
400,3,0,0,This chick behaved and looked different on every date #DateMyFamilyZambia,2019-03-21 20:57:51,mooh_tah_lay
401,2,0,0,#DateMyFamilyZambia  well you guys don't waste tim ,2019-03-21 20:57:24,lenganjiposts
402,16,6,6,She looked too bougie on tv for this  #DateMyFamilyZambia pic.twitter.com/xFcRgUUtX4,2019-03-21 20:55:24,CkMwiinga
403,7,1,1,"Kukonda ma degree yamene mulibe, you now end up with someone who constantly calls you “mwaiche “  #DateMyFamilyZambia",2019-03-21 20:53:31,WesFitzjustin
404,1,0,0,All I see on my time line is #DateMyFamilyZambia,2019-03-21 20:50:32,KundaGeorge
405,17,3,0,"#DateMyFamilyZambia how abt you finish the date and never communicate after, than walk out on TV  damn Lol",2019-03-21 20:48:45,ZoeLiamba
406,2,0,0,Eish what if I’m also a James in real life? #DateMyFamilyZambia pic.twitter.com/q5OvMOeAL3,2019-03-21 20:48:25,MalamaJr_
407,11,3,1,If she had to go to Med school Tomorrow and never failed any exam. It would take her at least 16 years to be a thoracic surgeon. #datemyfamilyZambia pic.twitter.com/vA4mf7lyga,2019-03-21 20:46:43,chikumbipc
408,7,1,1,"#DateMyFamilyZambia
Isakuno Mwaiche 
 pic.twitter.com/QhhuGhTePs",2019-03-21 20:45:16,Glynbanda3
409,2,0,0,Iyee lol awe baby gal go back its too embarrassing for James #DateMyFamilyZambia,2019-03-21 20:44:41,Mandymutale1
410,2,0,1,Isa kuno mwaiche  #DateMyFamilyZambia,2019-03-21 20:44:33,JoshuaB70807421
411,2,0,0,"But this one icisungu there is no. 
#datemyfamilyZambia",2019-03-21 20:43:41,43kwacha
412,3,1,0,"Why you had to do him like that?
Even if you're just on some different shit, you could have left him after the meal. Guess he even lost his appetite after that #DateMyFamilyZambia",2019-03-21 20:41:12,Chiwalajeff
413,6,0,0,The moment James called her “mwaiche” he killed everything.#DateMyFamilyZambia,2019-03-21 20:40:51,MayzinMulli
414,3,0,0,Zhane has a chickens brain. One would find pleasure in hitting her face with a blunt object yuuuuck. #DateMyFamilyZambia,2019-03-21 20:40:35,TobiasDaka
415,19,6,2,"""surgen"".  If anyone sees her anywhere near a wars, CALL THE COPS! 

#datemyfamilyZambia https://twitter.com/Chichi_Lina80/status/1108828401253650437 …",2019-03-21 20:40:23,ValentinaGasUp
416,11,1,2,"Seen a couple of locals feeling sorry for James. Nah, the game is the game. It favours absolutely no man. #DateMyFamilyZambia",2019-03-21 20:39:56,ShikokiChanda
417,0,0,0,#datemyfamilyzambia is at its best when they're not taking the whole match making thing seriously.,2019-01-25 20:59:55,mr_siame
418,1,0,0,"Wait... Isn't that Mary from yesterday's episode of #DatemyfamilyZambia In #Zuba? The one who was sitting on the bench with her boyfriend ku ma last, lol... shes an actor kanshi?",2019-01-25 18:32:10,kizziemajor
419,0,0,1,"Girl, Natalie!!! What did straight caps do to you??????
#DateMyFamilyZambia",2019-01-25 16:25:02,lmana_v
420,0,0,0,"I knew he would pick the 3rd family 
Those hugs weren't free 
#DateMyFamilyZambia",2019-01-25 16:22:36,lmana_v
421,2,0,0,"That grey makeup comment 
#DateMyFamilyZambia",2019-01-25 16:21:23,lmana_v
422,4,2,0,He looks “Femiliar” #DateMyFamilyZambia,2019-01-25 16:11:34,kingwavy95
423,9,0,0,"I'm re-watching #DatemyfamilyZambia and guys, it is still hilarious",2019-01-25 16:10:01,AnnieMungu
424,0,0,0,So that bleaching comment was for whom? #Zedtwitter is savage #DateMyFamilyZambia,2019-01-25 16:09:17,lmana_v
425,0,0,1,"I'm waiting to see if that plate is returned
#DatemyfamilyZambia",2019-01-25 15:54:28,lmana_v
426,0,0,0,"Ati  alikwata utubana tutatu

#DatemyfamilyZambia",2019-01-25 15:52:23,lmana_v
427,1,1,0,"Watching a rerun of yesterday's episode
Funti noooo
But Neville is a good sight
#DatemyfamilyZambia",2019-01-25 15:50:57,lmana_v
428,1,1,0,Is there anyone watching the repeat as well  #DateMyFamilyZambia,2019-01-25 15:48:29,robenda_chewe
429,5,1,0,Florence: I’m Studying.....at “Hevelyn Horny” #DateMyFamilyZambia,2019-01-25 15:45:43,kingwavy95
430,3,1,0,"Let’s just take a moment to appreciate what FUNDI said “ If you drink anything,It means you can DO anyone!”Ayeee #DateMyFamilyZambia",2019-01-25 15:42:50,kingwavy95
431,2,0,0,Wait.His been single all his life but his been in a partial marriage before??manThis just melted by brainChabashani pa Zambia kanshi #DateMyFamilyZambia,2019-01-25 15:36:20,kingwavy95
432,2,1,0,"Having so many local TV stations, kuli danger ya poor quality of content getting green lit or commissioned. 

I can't think of a really good show outside #DateMyFamilyZambia and #Zuba at the moment. 

Maybe the rest are poorly promoted? ",2019-01-25 12:55:24,jukeboxcadre
433,2,0,0,#Datemyfamilyzambia https://twitter.com/PapiAyo_/status/1088533539090583557 …,2019-01-25 11:04:23,L5tito
434,0,0,0,Ah guys it’s WILD  #DatemyfamilyZambia Mwamuna sa chepa  pic.twitter.com/03qKGZOuWr,2019-01-25 10:26:58,Oli_Pope
435,2,0,0,When you wear a G-String can I call you a stripper? #datemyfamilyZambia #Funti,2019-01-25 08:54:21,patpami
436,2,0,0,"#DateMyFamilyZambia ""I'm taller than rough kid"" - Funti K",2019-01-25 08:30:52,MyNameIsBravie
437,2,0,0,Hate to be hypebeast but #DatemyfamilyZambia was hilarious last night.,2019-01-25 08:14:08,blistic_1
438,2,2,0,"so if Mary doesn't drink or associate with worldly things, getting dicked down doesn't count?  #DatemyfamilyZambia",2019-01-25 07:50:27,chipomut
439,1,1,0,"Kennedy: Ninebo mbuya wenu.

@zambezimagictv : I'm your tribal grandparent.

Me: ‍
#DMFZ #DatemyfamilyZambia",2019-01-25 07:23:55,KabambaBupe
440,1,1,0,#datemyfamilyZambia was way better... ,2019-01-25 06:48:16,Maa_rla
441,0,0,1,"#DatemyfamilyZambia
Her: I have been with tall guys and short guys.
Me : Been?! Beeeeeen?! pic.twitter.com/CAaEuOUmxv",2019-01-25 05:20:49,brytonmunwa
442,2,1,0,"...so in other words, the Funti guy was rejected too.
#datemyfamilyzambia pic.twitter.com/SLueZ0O9mi",2019-01-25 05:12:59,maymphande
443,0,0,0,Everyone is a funti #DatemyfamilyZambia,2019-01-25 04:49:07,nixonkb
444,0,0,0,"Mary umwaume alefwaika , nangu  mutali,umwipi,nangu Chile ma, nimalonda nangu cleaner chikulu akeshyako aka nono pa nganda!! #DatemyfamilyZambia",2019-01-25 04:13:50,LupsLuzz
445,0,1,0,Uletamba #datemyfamilyzambia ‍,2019-01-25 04:10:49,Purple_berry87
446,1,2,0,Where can I watch #datemyfamilyzambia please I have been looking since the first episode ,2019-01-25 04:07:55,stassha098
447,0,1,0,Tautamba #DatemyfamilyZambia Nthambose? ,2019-01-25 04:06:51,Purple_berry87
448,4,2,1,But how did you miss #Datemyfamilyzambia when it aired before #lusakahustle ???,2019-01-25 03:16:25,Lillyonjobvu
449,1,0,0,The driver seems to feel so cool  #datemyfamilyzambia,2019-01-25 00:35:47,ZakWakwaLesa
450,0,0,0,Imwe Mary's family sure  ati na menshi ayakaba kusamba kuminwe. Umwaume mwaume  #datemyfamilyzambia,2019-01-24 23:58:20,ZakWakwaLesa
451,10,0,1,Best episode ever #DatemyfamilyZambia https://twitter.com/Peter_Kays/status/1088524246370930688 …,2019-01-24 23:16:06,Ba_Wiso
452,1,0,0,Am sure Mary's family made a party after he went cause all that food mmmm #DatemyfamilyZambia,2019-01-24 22:08:25,Chikwa18
453,1,1,0,"Issa mask 
#DateMyFamilyZambia https://twitter.com/MunyaradziMbita/status/1088532402513825796 …",2019-01-24 22:06:52,Afe_Jhugne
454,1,1,0,"Randomly bursting out into laughter at the thought of Funti K & Mary's family dinner 
#DatemyfamilyZambia pic.twitter.com/gvQ2hvkjmV",2019-01-24 21:41:09,_Misozi
455,2,0,0,I don't really consider myself to be a short people. #DatemyfamilyZambia #funtigang,2019-01-24 21:37:01,mr_garrit
456,0,0,0,Short guys are long somewhere. Funti why? #DatemyfamilyZambia #funtigang,2019-01-24 21:36:11,mr_garrit
457,5,0,0,"and I quote “if you drink everything it means you can do anyone” Funti
#lessonlearnt 
#datemyfamilyZambia pic.twitter.com/RKB3ncuOHl",2019-01-24 21:34:56,BigSmallz7
458,1,0,0,"You guys look like in the 27th...age 
#Kenquotes #DatemyfamilyZambia #funtigang",2019-01-24 21:26:00,mr_garrit
459,2,0,0,#datemyfamilyzambia pic.twitter.com/4Zq22B6gyI,2019-01-24 21:20:43,miles_kasanda
460,1,0,0,“If you drink everything it means you can do anyone” wow #DateMyFamilyZambia,2019-01-24 21:17:54,zxndile_09
461,1,0,1,So we are not talking about that plate he got for free?  #DatemyfamilyZambia,2019-01-24 21:17:02,Tandykwashe
462,4,0,1,"Him: Can I call you after this??
Her: I'll think about it....... 
#DatemyfamilyZambia pic.twitter.com/K358GS5FAZ",2019-01-24 21:13:24,Syn____
463,4,0,0,"Can't believe the guy carried a whole plate of food with him
#datemyfamilyzambia",2019-01-24 21:13:11,mwangalamuyoba
464,3,1,0,"Date my family Zambia, poor Funti picked the wrong girl. It's fine not to like someone but there is really no need for the open hostility  #ZambeziMagic #datemyfamilyzambia",2019-01-24 21:08:56,Idylic_Lonsome
465,1,0,0,Am done with this show!! What is he saying on this final date lmfao  #DatemyfamilyZambia  am done,2019-01-24 21:08:44,Syn____
466,1,0,0,"Also, them subtitles be saying things that these guys aren't lol #DatemyfamilyZambia  kuti na ya =/ I would like to see what he's about??? How lol",2019-01-24 21:03:07,Syn____
467,0,1,0,#DateMyFamilyZambia >>>>>>>>,2019-01-24 21:02:30,Del_Hunt
468,1,0,0,Dude done changed his profession after hearing that English lol #DatemyfamilyZambia also... Those weird   hugs.... He would rather get them all.. Where do they find these guys lol   ,2019-01-24 21:00:49,Syn____
469,1,3,0,Natalie is elegantly dressed but she seems a bit to rigid mwe . Maybe it's just that she doesn't like the dude to begin with #datemyfamilyzambia,2019-01-24 20:58:40,JohnTembo1982
470,0,1,0,Ahhhhh that's racist maaaaaannn  #DatemyfamilyZambia pic.twitter.com/DjqVM3I7FN,2019-01-24 20:56:28,Syn____
471,6,3,0,So I missed #DatemyfamilyZambia to watch #Lusakahustle  & Cleo's hair is a mess,2019-01-24 20:55:55,lmana_v
472,3,1,1,Is #DateMyFamilyZambia for people looking for a real connection or for people who just want to appear on TV...the content can be trust sometimes! ,2019-01-24 20:54:39,NcubeLarry
473,0,0,0,“I look the age they wanna hang out with” #DatemyfamilyZambia,2019-01-24 20:53:24,american_sugah
474,1,0,0,"""If you drink everything, it means you can do anyone""
#Kenquotes #DatemyfamilyZambia",2019-01-24 20:49:57,mr_garrit
475,0,0,0,"Ok I've gone.

I'm going to sleep

I don't have Dstv

The #DatemyfamilyZambia tweets are filling up my timeline and it's very annoying

",2019-01-24 20:49:38,Kalindawalo_
476,1,1,0,"Kennedy picked up the 28 years looking lady in a body of a 24years young lady 
Because of the house,not the information they gave him about her

#datemyfamilyZambia 

Nichi funti serious 
Chalifunta",2019-01-24 20:46:47,RMbachi
477,0,0,0,Hope stole the show!  #datemyfamilyZambia,2019-04-02 21:24:50,shulachanda
478,0,0,0," I really just want to sleep  But why??  
#datemyfamilyZambia https://twitter.com/MulengaSilfa/status/1111373596192968704 …",2019-04-02 21:24:29,___Mwiche
479,3,2,0, is this the first girl who rejected olanimus on #datemyfamilyZambia pic.twitter.com/cX5FWVPlpv,2019-04-02 10:43:00,TheeFickleOne
480,0,1,0,Maybe @SamsungMobile should endorse me what do you think? #datemyfamilyZambia https://twitter.com/davids5thstone/status/1112396711903809537 …,2019-04-01 10:07:53,Sonkaducci
481,1,0,0,I really think it should have been titled: #DateMyFamilyLusaka as opposed to #DateMyFamilyZambia.,2019-04-01 09:57:08,byManono
482,4,0,0,"So I'm watching the repeat of #datemyfamilyZambia 
Wow! Just wow! ",2019-03-31 17:30:14,dora_lionsmane
483,0,0,0,#datemyfamilyZambia cast get it right. Ati he should be short. pic.twitter.com/oopUpoc23K,2019-03-30 17:54:24,trend_splash
484,5,0,0,We all need Grace (Christ) Olanimas #datemyfamilyzambia pic.twitter.com/nJXaFx6nwy,2019-03-30 15:25:17,TheMambweKing
485,0,0,0,Okay - Hope on #DateMyFamilyZambia has cracked me UP. ,2019-03-30 06:47:58,SimplyChansa_x
486,0,1,0,Olanimus is a musician guys  #DateMyFamilyZambia,2019-03-30 04:54:26,ngoni_princesss
487,1,1,0,#datemyfamilyzambia they are killing me #incredible,2019-03-29 19:08:42,SizaOnde86
488,0,0,0,Asha is soooo beautiful and that body is out of this world #DateMyFamilyZambia,2019-03-29 18:15:24,KayNatali
489,0,0,0,Watching #DateMyFamilyZambia ,2019-03-29 17:58:22,KayNatali
490,1,0,0,"I watched #datemyfamilyzambia and now i know theirs girls out their who cant cook ,  how do u massacre t -bone ,  no wonder their not dating learn to cook not just party and pour drinks!!!!!!!! pic.twitter.com/aiJ3qu4PoQ",2019-03-29 17:40:51,mackay2000
491,0,0,0,"#DateMyFamilyZambia
#Pastor James Nganga goes to the wilderness to fast for 40 days like Jesus.
https://youtu.be/tXkE3oNwnf8 ",2019-03-29 17:35:47,AccurateVincent
492,1,0,0,This guy  #DateMyFamilyZambia,2019-03-29 14:14:54,ngoni_princesss
493,3,0,0,"Olanimus at the dinner table

#datemyfamilyzambia
pic.twitter.com/cotbAvSSHh",2019-03-29 13:41:58,chucky_Beau
494,0,0,0,What time is the repeat of #datemyfamilyzambia ?,2019-03-29 11:43:55,the_druggist_16
495,1,1,0,"#datemyfamilyzambia is why I don't see it for short guys. Most of them have been conditioned to be legit psychos in order to ""assert"" their dominance. Most of them also reach my belly button so...",2019-03-29 10:17:41,Shytiger0
496,3,1,0,Spotted the #datemyfamilyzambia car and the guy inside really looked excited,2019-03-29 10:08:42,nova1306
497,0,0,0,I think #datemyfamilyzambia is doing this purely for entertainment. Haha,2019-03-29 09:23:58,hopemkunte
498,0,0,0,#DateMyFamilyZambia someone called him a chigubu....like a container,2019-03-29 09:07:29,Chester_Nyangu
499,0,0,0,Ehhhhh did anyone see Olanimus putting powder in his shoes last night? #datemyfamilyzambia,2019-03-29 09:04:04,missnen
500,0,0,0,Olanimus  #datemyfamilyzambia #DMFZpic.twitter.com/2xyJWA8MPD,2019-03-29 08:53:33,mwaps15
501,16,2,2,Last nights #datemyfamilyzambia bachelor was Thanos lite??,2019-03-29 07:34:20,5ftGrinch
502,0,0,0,"Am out,seen enough of thus guy#DateMyFamilyZambia https://twitter.com/MulengaSilfa/status/1111357624736538625 …",2019-03-29 06:18:12,KangwaChipepo
503,2,1,0,Olanimas is also an air bender#DateMyFamilyZambia pic.twitter.com/CQjWraejyt,2019-03-29 06:13:56,KangwaChipepo
504,0,0,0,"This guy,#DateMyFamilyZambia https://twitter.com/MulengaSilfa/status/1111373596192968704 …",2019-03-29 05:58:47,KangwaChipepo
505,2,0,0, only catching up now.  Olanimus #datemyfamilyzambia,2019-03-29 05:47:25,Happy_human21
506,7,1,0,"Potential date: I want a tall guy
Date my family: say no more

#datemyfamilyZambia  why do you guys do this pic.twitter.com/aT6e3jCSA3",2019-03-29 05:47:24,GeorgieMwale
507,3,0,0,"#datemyfamilyzambia Olanimas proved something to me. Girls are still into good converstions. Except for the party girl, the other two paid attention to his words and nothing else thats why they fell for him. There is still hope afterall.",2019-03-29 05:28:47,InevitableMwila
508,3,0,0,With all the rings nd the big head Olanimus is more of a Zambian Leprechaun than a potential date #DatemyfamilyZambia,2019-03-29 05:16:19,kosamu93
509,97,4,7,Good morning only to my fellow left out Zambians who also can't watch #datemyfamilyzambia. Support group coming soon. ,2019-03-29 05:13:58,aquila_fpoz_
510,4,0,0,"Hope Chileshe is a business giant, she sells female clothes... #lol #DatemyfamilyZambia",2019-03-29 05:13:38,kosamu93
511,1,0,0,Damn..Asher from yesterday's episode of #datemyfamilyzambia  fiine,2019-03-29 05:05:36,Mwana_Mubotu
512,1,0,0,short guys are a problem #DatemyfamilyZambia,2019-03-29 05:04:52,kosamu93
513,1,1,0,Who has two baby daddies with one child lol #DateMyFamilyZambia,2019-03-29 05:01:37,kayci6
514,0,0,0,"RT FrazerBaratheon: Lisa is long like 1.7cm. Did you mean to say tall
#DateMyFamilyZambia pic.twitter.com/zJXZidShnn",2019-03-29 04:00:09,favoerite
515,2,0,0,That guy misrepresented us short guys  #DateMyFamilyZambia,2019-03-29 03:51:27,ChabzOfficial
516,0,0,0,Lisa is long  #datemyfamilyzambia pic.twitter.com/U2FcuQdWSX,2019-03-29 00:00:50,amthejaycee
517,1,4,0,So chi baby why don’t you eat like Sampa @Bambala_Jay  #DatemyfamilyZambia,2019-03-02 06:48:19,8sheetBanda_
518,0,0,0,Catching up with #DateMyFamilyzambia ,2019-03-02 06:16:22,top_notch200
519,0,0,0,The way #Sampa was eating awe. You people pa tv like that. Hell no ! #datemyfamilyzambia,2019-03-01 20:35:00,RabiaIce1
520,1,0,0,"How can i stop my friend from cheating on his wife, because the wife is good even in bed she is the best #DateMyFamilyZambia #zuba #KGLastWill #1DDrive #OtogeLagos #BackstreetsBoys",2019-03-01 14:38:45,XangaMataka
521,1,0,0,"Iyee ine ati afterlo,am sorry people for using that broken English  and about my neck, mmmm no excuse mwee lol sorry #datemyfamilyzambia",2019-03-01 12:51:32,Mandymutale1
522,1,1,0,Can I also be on #datemyfamilyzambia but with aba sungu pa ma suitors... Ka variety...,2019-03-01 12:40:50,ms_mukonde
523,0,0,0,Boxing trainee #datemyfamilyzambia pic.twitter.com/BQdKBof1PE,2019-03-01 11:11:45,IAM_KevinAckens
524,2,1,1,Where does Sampa from #datemyfamilyzambia work? I am ready to get SNATCHED https://twitter.com/Agro_Marie/status/1101336955374186498 …,2019-03-01 09:47:24,beaute___sombre
525,1,1,0,"Charity looks like she has a neck problem, she can't keep her head straight #datemyfamilyZambia",2019-03-01 09:04:34,Dowjones5
526,1,0,1,@zambezimagictv Can we have a where are they now show in response to the couples we see on #datemyfamilyzambia we want to see the developments.,2019-03-01 07:37:04,bo_liswa
527,2,0,1,Sampa deserved better #datemyfamilyzambia,2019-03-01 06:28:50,Beau_The_Gooner
528,1,0,0,Sampa the food machine #DateMyFamilyZambia,2019-03-01 05:07:05,Glynbanda3
529,3,0,0,"“In dating, honesty is key; so, if you can fake that, you’re golden.” #Golden_Child #DateMyFamilyZambia #RelationshipAdvice #golddigger",2019-03-01 01:12:03,DrDickyG
530,3,0,0,"So that I didn't notice until later. Cough cough jaribu  #datemyfamilyzambia
#ZedTwitterpic.twitter.com/R1kG2M8tt5",2019-02-28 21:48:16,ndine_ben
531,8,0,1,"Okay before I sleep...are we actually going to ignore the fact Sampa is such a snack
#DatemyfamilyZambia pic.twitter.com/X4w1Cj57Fr",2019-02-28 21:02:46,Astar_DQ
532,2,0,0,"Ladies hope you’ve learnt something from Ashley. Pls bakashana be direct twalomba stop ukumeka meka... “Let all who are spiritually mature agree on these things. If you disagree on some point, I believe God will make it plain to you.”
Philippians 3:15 #DateMyFamilyZambia",2019-02-28 20:54:31,ZuluBeadle
533,8,2,2,"Bupe: "" I'm glad you didn't pick me because you're actually not my type""  
#DateMyFamilyZambia pic.twitter.com/S3sdhYqFAP",2019-02-28 20:46:27,Chris2Officia
534,3,0,0,Sampa should have gone for that mwinenshima thing a while back #datemyfamilyZambia,2019-02-28 20:45:15,Bryson_lsk
535,2,0,1,Ba Sampa ukufwa ati shape kwati bottle ya mosi afulungana #DateMyFamilyZambia pic.twitter.com/Y5WVFzA7cj,2019-02-28 20:44:03,ZuluBeadle
536,3,1,0,I had a good feeling about tonight's episode  #DatemyfamilyZambia,2019-02-28 20:38:45,Mr_medicinal24
537,5,1,0, Just like that .. boom they are mu relationship.. madam too fast  #DateMyFamilyZambia,2019-02-28 20:37:51,Mr_medicinal24
538,2,0,0,"Okay Bantu bandi', until next week! #DateMyFamilyZambia",2019-02-28 20:37:44,Idylic_Lonsome
539,1,0,0,Today's #DatemyfamilyZambia haibo ,2019-02-28 20:36:48,Tonga_Boo
540,1,0,0,"2019, no wasting each others time. I like Ashley #DateMyFamilyZambia",2019-02-28 20:36:35,IamMwila
541,1,0,0,"Charity ati he looks 30-31 not 27  
#DateMyFamilyZambia",2019-02-28 20:35:37,Chris2Officia
542,3,1,0,Ati #DateMyFamilyZambia is like sports betting so mu guys ticket yafa,2019-02-28 20:35:29,Bearded_Caveman
543,0,0,0,Missed todays episode of #datemyfamilyzambia ,2019-02-28 20:35:10,___Mwiche
544,5,1,0,"Bakashala i hope you have learnt something from today's show. Nikufunsilatu ivi vintu 
Ashley
#DateMyFamilyZambia",2019-02-28 20:34:39,Andrew_Kalomo
545,2,0,0,Sampa can eat for Africa  #DateMyFamilyZambia,2019-02-28 20:34:29,GracewellJames
546,6,0,0,I think sampa doesn't eat nice food at he's place so he had use that opportunity  #DateMyFamilyZambia,2019-02-28 20:32:51,NatashaThandiw1
547,17,2,4,I think we must all be like Ashley  no wasting time this 2019 if you won't  tell us you will marry us pa first date leave us alone #DateMyFamilyZambia,2019-02-28 20:32:44,queenkassy99
548,5,0,0,On behalf of all gym guys we don't eat like Sampa #datemyfamilyzambia,2019-02-28 20:32:40,AaronSikombe
549,1,0,0,Swallow then you can talk.. #DateMyFamilyZambia,2019-02-28 20:32:32,Bearded_Caveman
550,3,0,0,S.A.M.P.A=FOODOLOGY  #DatemyfamilyZambia,2019-02-28 20:32:15,Ch33sha
551,2,0,0,I think This dude knew that #DateMyFamilyZambia is a great way to get some good free food as you wait for month-end ,2019-02-28 20:32:14,Stelio_Kontoz
552,1,0,0,Awe Ashley those knuckles.... Ba Samoa also super polite #datemyfamilyzambia,2019-02-28 20:32:01,kalukay9
553,6,2,1,Even before you know the niggas last name you have already planned your wedding #DateMyFamilyZambia,2019-02-28 20:31:55,queenkassy99
554,5,0,2,Okay umu guys alalya #DateMyFamilyZambia pic.twitter.com/fHzGYeLF95,2019-02-28 20:31:53,ZuluBeadle
555,0,0,0,I can bath you did her parents hear that ??? #datemyfamilyzambia,2019-02-28 20:31:24,AaronSikombe
556,2,0,1,She’s already claimed him #DateMyFamilyZambia,2019-02-28 20:31:07,ThomasMabwe
557,10,0,1,"The new meme for gluttony
 #DateMyFamilyZambia pic.twitter.com/GGZdIuWd0k",2019-02-28 20:30:55,cholaonfire
558,1,0,1,"The final date was something
#DateMyFamilyZambia",2019-02-28 20:30:52,Iam_Cholwe
559,7,0,0,Imagine getting in a relationship with Ashley?? You can’t dump Ashley angakumeyelepo #DateMyFamilyZambia,2019-02-28 20:30:46,kingwavy95
560,2,0,0,Seems like Sampa was just there for the food #DateMyFamilyZambia,2019-02-28 20:30:21,connie_mulela
561,3,1,2,"Ashley knows what she wants, no wasting time at all #DateMyFamilyZambia",2019-02-28 20:30:21,Mizz_Bwalya
562,0,0,2,So after second date si straight ku marriage registration... Take it slow #DateMyFamilyZambia,2019-02-28 20:30:10,Fran_vich
563,7,0,0,Guys a whatsapp group for the next date my Zambia  some people need to be roasted   #DatemyfamilyZambia,2019-02-28 20:29:58,SenkweMussa
564,3,1,0,"Pastor Creflo Dollar : ask him questions 
Ashley : 
#datemyfamilyZambia pic.twitter.com/yNo2CZVPvV",2019-02-28 20:29:47,notongacheta
565,11,0,1,"This date 
#datemyfamilyzambia pic.twitter.com/BqwVoELnOa",2019-02-28 20:29:40,Empress_Nathi
566,2,0,0,"Ashley kwati chiwa sure 

#Datemyfamilyzambia",2019-02-28 20:29:32,LENTAZY_YNWA
567,2,0,0,That lady is too forward please!! Relax girl #DateMyFamilyZambia,2019-02-28 20:29:25,iam_mizz_kaz
568,2,1,1,"""I like you, hope you're good"" 

#BeFoward2019 #datemyfamilyzambia",2019-02-28 20:29:24,AsheneyAugust
569,2,0,0,"Uuuummmmm okey Ashley is too forward man  Those questions will make even a guy with purest of intentions run  ka . . . #Utuntu Bane #DateMyFamilyZambia . On the spot, guys that can’t really think things through would 70% lie about their intentions . . Relax guys, Relax ",2019-02-28 20:29:20,Djshowoff101
570,1,1,1,My reaction ryt now  Nachoka mpepo. Iyi I was not taught but I'm sure they'll go ku VCT for thr 2nd date #DateMyFamilyZambia pic.twitter.com/g5p9Nl8hQ7,2019-02-28 20:29:19,DidaSteez
571,4,0,1,Ooook this date was on a whole different level. Sampa and his food. The lady and her marriage talks. wow!!! #DatemyfamilyZambia,2019-02-28 20:29:15,Taongajay
572,4,1,1,Eish this date is rather... #datemyfamilyzambia,2019-02-28 20:29:11,Happy_human21
573,7,0,3,Ati they have already started dating this lady needs to take a chill pill  #DateMyFamilyZambia,2019-02-28 20:29:11,Deviechisala1
574,3,1,0,Hahaha the knuckles never lie. This guy wants to go on a 2nd date?lol This is how i know everyone has their own flavour. #DateMyFamilyZambia,2019-02-28 20:29:10,tiensk
