,likes,replies,retweets,text,timestamp,user
194,1,0,0,This last episode of #DateMyFamilyZambia ,2019-02-08 13:01:56,iAmSoldOutx
195,3,0,0,"Working more hours to have my Dstv on, only to be watching #datemyfamilyzambia #zuba and #mpali on twitter and repeats cuz of schedules. Life man,Shaaa.",2019-02-08 12:40:15,OfficialChali
196,0,0,0,Zambian  observer #datemyfamilyzambia,2019-02-08 12:33:27,MwansaAbelSam1
197,0,0,0,Yes YB. This #najis suck eaten all monies now telling “I don’t know” really?? #TrumpTaxScam #DateMyFamilyZambia #GOPTaxSCAMStories #SenafasRindu #gaymalaysiahttps://twitter.com/KhalidSamad/status/1093652709343866885 …,2019-02-08 11:29:05,malaysiatong
198,3,0,0,@DStv laughing at the Zambian government. #DateMyFamilyZambia #LusakaHustle #DSTV #260tvpic.twitter.com/pNJbwlFz0e,2019-02-08 09:50:05,jukeboxcadre
199,6,1,0,"My names are lillian mwale
Martha she's my friend... Bye #datemyfamilyZambia",2019-02-08 08:45:10,CypatrickEm
200,3,0,0,She is righteous because she likes to be right....  #datemyfamilyZambia  i still cant get over last night episode.,2019-02-08 08:34:22,KayambaSante
201,0,0,0,@chabs_cc even after being on #datemyfamilyZambia you are still wack and have 67 followers wow.,2019-02-08 08:26:54,MubitaMuhau
202,30,2,0,"This nigga doesn't know how to interact with lower class people. You don't insult their intelligence in their face . These should have been Funti K's girls. Pairing was off, producers were trolling on this episode. #DateMyFamilyZambia",2019-02-08 07:23:23,BenasBmoney
203,0,0,0,I had to watch #DateMyFamilyZambia Again.... Over Compulsive Disorder Vs Obsessive-Compulsive Disorder But hey what do I know,2019-02-08 07:13:21,tembo_hope
204,0,1,0,Looking for a teen girl to be in relationship with. #datemyfamilyzambia,2019-02-08 06:54:11,KEEGAN75487897
205,2,0,0,"A guy should have a child by 27, Guess I need to meet this new standard set

#DateMyFamilyZambia",2019-02-08 06:33:41,TickleyRP
206,0,0,0,Am i the only one who hasnt seen a single episode? #datemyfamilyzambia,2019-02-08 05:30:33,skeppy77
207,0,0,1,"Listen to Blaz3 | DVRKSID3 (feat. Jarrod) 

⁦⁦@Blaz330⁩ x ⁦@JVRR0D⁩ 

#NewsGang #GUCCI #NO #dollarhurricane #DhillukuDhuddu2 #DarpokModi #datemyfamilyZambia https://soundcloud.com/jrollnblaz3/dvrksid3-feat-jarrrod …",2019-02-08 00:10:05,PBJEXHIBIT
208,0,0,0,Thotiana should've played the whole time #datemyfamilyZambia,2019-02-07 23:13:57,zedshinobi
209,0,0,0,Obsessive... That guy #datemyfamilyZambia https://twitter.com/Tuttie_S/status/1093606625443762176 …,2019-02-07 22:52:22,JayMazyopa
210,0,0,1,Ohn thought kaili #datemyfamilyZambia https://twitter.com/joeylegz/status/1093595192802840578 …,2019-02-07 22:38:42,JayMazyopa
211,0,0,0,#DateMyFamilyZambia ohn thought he's hard,2019-02-07 22:36:14,JayMazyopa
212,1,0,0,I just wanted to see tweeps rip into this episode. #DateMyFamilyZambia,2019-02-07 22:27:13,JayMazyopa
213,5,2,1,Best episode of #DatemyfamilyZambia so far pic.twitter.com/kCQei6usDM,2019-02-07 21:31:03,K2THEHOMIE
214,35,9,3,Moral lesson: As gents let's learn to take time in the loo..please!#DatemyfamilyZambia pic.twitter.com/8GdXUE5icP,2019-02-07 21:28:16,MwapeMwila
215,2,0,0,Foreign angel and Groria  oh lawd!#Hilarious #datemyfamilyZambia,2019-02-07 20:52:48,CoolestSon
216,2,0,0,Hahahahahaha they already look like convicts and so guilty. The producers are trying to tempt us  yaba #datemyfamilyZambia pic.twitter.com/RGluA3Vnj8,2019-02-07 20:47:50,try_JOH
217,1,0,0,"#DobsInsomnium um, Tina and weed... how long before some minister calls for her arrest? shit is pretty petty out here #DateMyFamilyZambia",2019-02-07 20:44:43,badlydrawndobs
218,0,0,0,#DobsInsomnium the coffee in Amsterdam? Hmm #DateMyFamilyZambia,2019-02-07 20:40:57,badlydrawndobs
219,1,0,0,her boyfriend couldn't provide for  her ..blessers where you at #DateMyFamilyZambia,2019-02-07 20:38:14,felixlchinyama
220,2,1,0,"I only saw 3 tattoos: the words on her upper left arm, the stars on her chest and the map of Africa on her left leg. Anybody got Tina's handle or number? I'd love to see the fourth one, just to see something. 

No? Okay, bye.

#DateMyFamilyZambia pic.twitter.com/00PUgfaUNM",2019-02-07 20:37:44,mpela21
221,2,2,0,The guy was full of himself.. When you in public and don't know the people its good to use simple terms not making people agree to things they don't understand.#DateMyFamilyZambia,2019-02-07 20:37:36,mwale_yelesani
222,4,0,0,"#DateMyFamilyZambia
 chabula: I've gathered enough Intel about martha

Martha's friend: me too

Chabula: pic.twitter.com/y2zjWdSlza",2019-02-07 20:35:34,chirwa_wezi
223,3,0,0,"#DobsInsomnium *clears throat* from #DateMyFamilyZambia to #LusakaHustle, ladies and gentlemen, Zambia's about to go into another round of Kuni shaped meltdown",2019-02-07 20:34:05,badlydrawndobs
224,5,0,1,"If the dependency syndrome am seeing in the ladies on DMFZ is a reflection of whats pertaining in society, then we are in trouble.  #datemyfamilyzambia",2019-02-07 20:32:03,Mule_TheHeiress
225,0,0,0,"Just how she said he'll see the tattoos later... #TwalyaAgain 
#datemyfamilyZambia",2019-02-07 20:31:40,Di_Chi3f
226,1,1,0,All I want to see is if Cleo writes her own rhymes. Recently I heard a few bars from her that sounded decent.  #DateMyFamilyZambia,2019-02-07 20:31:29,JohnTembo1982
227,0,0,0,#DobsInsomnium Mweemba looks 31... especially with them ayamatanga wigs #DateMyFamilyZambia,2019-02-07 20:30:43,badlydrawndobs
228,2,0,0,I think what the organizers have done to Chabula is unfair all three dates are just something else #DateMyFamilyZambia,2019-02-07 20:29:54,hchilambwe
229,4,1,1,Tonights episode has been more entertaining than the previous episodes this season. #DateMyFamilyZambia,2019-02-07 20:28:49,Chiwalajeff
230,1,0,0,away for #DatemyfamilyZambia .... sister Kuni is back on #LusakaHustle!  ba Sumaili ninshi nabalala???  #ZedTwitter,2019-02-07 20:28:06,LawThaSpyx
231,1,0,0,#DobsInsomnium words of the night: FOREIGN ANGEL #DateMyFamilyZambia,2019-02-07 20:27:59,badlydrawndobs
232,3,0,0,"Awe guys I think I have laughed enough for the night
#datemyfamilyZambia",2019-02-07 20:27:39,Boydtipsy
233,1,0,0,"#DateMyFamilyZambia ""were you high, were you lit like yooo!""  Cringe",2019-02-07 20:26:58,chirwa_wezi
234,1,2,0,Ba Chabula ati what do you call   a vegetarian who doesn't eat fish?#DateMyFamilyZambia,2019-02-07 20:26:31,stchika80
235,1,0,1,Chabula wants ukukwatamo touch muma tatoos #datemyfamilyzambia,2019-02-07 20:25:35,Mule_TheHeiress
236,14,5,1,If you know you know  #DateMyFamilyZambia pic.twitter.com/8EsCZ817WK,2019-02-07 20:25:21,thabo_akaa
237,4,0,0,Tawanda's best friend was hating!  Wow just shoot your shot miss. #DateMyFamilyZambia,2019-02-15 19:01:32,JohnTembo1982
238,2,0,1,Yo the dancing pastor is a no!  #DateMyFamilyZambia,2019-02-15 19:00:54,JohnTembo1982
239,2,2,0,Lawyers when exactly can you call yourself a lawyer? Immediately after you graduate or.....? #DateMyFamilyZambia,2019-02-15 18:54:33,JohnTembo1982
240,1,0,0,Lol how is sarcasm a virtue now Ba Tawanda  #DateMyFamilyZambia,2019-02-15 18:51:37,JohnTembo1982
241,4,0,1, So i actually Watched The Repeat Of #DateMyFamilyZambia tawandas Mean best Friend is Hot.,2019-02-15 18:49:18,Reigh_jr
242,11,1,3,I'm late to the party but your lawyer doesn't know what an advertising agency is  #datemyfamilyZambia,2019-02-15 17:16:44,jeSuis_Amy
243,4,2,0,@Ms_Kamzy now I understand why you always go on about #datemyfamilyzambia. ITS CRAZY!!!!,2019-02-15 16:17:27,Farirai
244,1,0,1,But why was she eating that meat like that?  #DateMyFamilyZambia,2019-02-15 12:15:46,mwenyahh
245,4,1,0,Anyone who recorded last night’s episode of #DateMyFamilyZambia I come and watch some? I have wine ,2019-02-15 10:07:46,ItsKhetiwe
246,0,1,0,When does the #DateMyFamilyZambia repeat come on?,2019-02-15 09:56:36,SQ1kmb
247,1,1,0,I have some serious fomo for missing #DateMyFamilyZambia last night,2019-02-15 09:28:34,Bee_utiful101
248,3,0,0,This ka girl wants to date education. #DateMyFamilyZambia,2019-02-15 07:09:40,DominicMazila1
249,0,1,0,I think you should be pa #DateMyFamilyZambia,2019-02-15 06:16:19,Emiwolk
250,1,2,0,Didn't watch  #DateMyFamilyZambia  but I gather we were misrepresented yet again. @Mr_MJC_  Confirm.,2019-02-15 06:08:09,Bobby1ne
251,5,1,1,"@TaWongDa this is a cute date...
 #DateMyFamilyZambia
Dafuq pic.twitter.com/3v5ZOp0zAA",2019-02-15 05:55:48,chucky_Beau
252,3,0,2,"Date number 2 just insulted us Unza graduates, after all he has curfew and we dont have but he claims to be smarter than us malabishi #DateMyFamilyZambia",2019-02-15 05:34:31,TickleyRP
253,23,0,5,Catching up on last night's #DateMyFamilyZambia . Makes sense why a lot of people don't like dating men with girl best friends. You guys can be mean and nasty for nothing . Smh.,2019-02-15 05:30:25,Mwizzy14
254,1,0,0,@crysie_C was Cruella De Vil  #DateMyFamilyZambia,2019-02-15 05:21:55,chucky_Beau
255,11,2,2,"Imweh my mother is inlove with Tawanda’s face 
#DateMyFamilyZambia",2019-02-15 05:21:18,MsLubinda
256,0,0,0,"Wow they cut out the ex part 
She’d have been pissed if she watched this #DateMyFamilyZambia",2019-02-15 05:21:12,chucky_Beau
257,1,0,0,I didn’t do the pun  #DateMyFamilyZambia,2019-02-15 05:18:49,chucky_Beau
258,4,2,1,"#DateMyFamilyZambia
@TaWongDa your poses look dumb",2019-02-15 05:16:35,chucky_Beau
259,1,0,0,"Watching the repeat of #DateMyFamilyZambia
Gotta get these tweets out ",2019-02-15 05:02:12,chucky_Beau
260,3,1,3,"...@crysie_C You're my heroine ,you've joined @Wemmy__ she has been my heroine for days. I was nowhere near my phone when #Datemyfamilyzambia was airing.  Don't ask me why I'm tweeting this at this hour even. ",2019-02-15 03:15:48,NameIsEvans
261,0,0,0,#DateMyFamilyZambia that strapnwas giving me Overly Compulsive Disorder. Sorry.,2019-02-14 21:50:59,JayMazyopa
262,4,0,0,A Lawyer who looks down on other people #DateMyFamilyZambia,2019-02-14 21:40:44,IamMwila
263,1,0,0,#DateMyFamilyZambia today's episode was brought to you by the word jovial. Let me see this drip outfit everybody's tweeting about,2019-02-14 21:37:16,JayMazyopa
264,5,0,0,Please make me understand. Hows being sarcastic a good part of someone's personality? #DateMyFamilyZambia #Zedtwitter,2019-02-14 21:21:25,YusufWoodz
265,0,0,0,#DobsInsomnium ain't nothing wrong with the strap... nothing at all #datemyfamilyZambia,2019-02-14 21:20:25,badlydrawndobs
266,7,0,1,"No round 2?
That's y it's called #DateMyFamilyZambia I guess pic.twitter.com/1vEVCnl58M",2019-02-14 21:01:11,leoMoono
267,2,0,0,"KStar actually said ""BEDROOM UNIVERSITIES""....#datemyfamilyZambia pic.twitter.com/E9TSNeQsop",2019-02-14 21:00:15,izukanji1
268,1,0,0,#datemyfamilyZambia  this show is giving me life,2019-02-14 20:51:55,Cashfleva
269,2,2,0,@TaWongDa your best friend likes you. Make your move.  #DateMyFamilyZambia,2019-02-14 20:49:16,ZakWakwaLesa
270,1,0,0,"Can someone narrate for me what happened, I Know she's a lawyer and That someone left a belt#datemyfamilyzambia",2019-02-14 20:46:14,richardsione31
271,8,1,1,Ine I'm stuck in this bloody hostel with no TV #datemyfamilyzambia pic.twitter.com/BwIE0BMg7W,2019-02-14 20:43:30,richardsione31
272,97,10,15,"#DateMyFamilyZambia
LADIES AND GENTLEMEN no there was no 2nd date as I feel We didn't click.. I darn tried but naaaah pic.twitter.com/coNAJzkKxH",2019-02-14 20:42:59,TaWongDa
273,3,1,2,@TaWongDa Where did you leave your belt when going for the date? Smh #DateMyFamilyZambia,2019-02-14 20:42:43,LaBabyScientist
274,2,0,0,Ba zcas defend your person #DateMyFamilyZambia,2019-02-14 20:42:00,Malvin1915
275,2,0,0,So Kimberly will get you arrested under any circumstance #DatemyfamilyZambia,2019-02-14 20:40:50,NamendaE
276,2,2,0,I didn’t even know that the Zambia Centre for Accounting Studies offered law #DateMyFamilyZambia,2019-02-14 20:39:50,Bubbles_Beso
277,5,0,1,Tawanda is actually a sweetheart #DateMyFamilyZambia,2019-02-14 20:37:52,Bubbles_Beso
278,0,2,0,What time and day does the repeat for #DateMyFamilyZambia air?,2019-02-14 20:37:51,connie_mulela
279,3,0,0,When ur tryna be cute on the date and order a tiny meal and instantly regret it  #DateMyFamilyZambia,2019-02-14 20:37:07,Bubbles_Beso
280,6,1,0,"The main reason why we were   attending MensConference its becoz we are  tired of this  women fakeness ati do u drive,  whose house is this, when her self she cant drive may be even have a house  #DateMyFamilyZambia",2019-02-14 20:36:15,Shadrec38680124
281,12,1,2,Tawanda is not the first to come on #DateMyFamilyZambia and priding himself of sarcasm. All of a sudden this generation thinks sarcasm is the 'it' or maybe they think it's a measure of high IQ.,2019-02-14 20:35:51,Patlups
282,3,1,1,@TaWongDa you were so good  I wish you had better company. But alas. . #DateMyFamilyZambia,2019-02-14 20:34:54,fleurdelotusss
283,1,1,0,@thenamezGeorge bro you are next we are ready to represent #DateMyFamilyZambia,2019-02-14 20:34:51,Ngoma_Official
284,2,0,0,"One of those nights when it's no conducive to be here, #DateMyFamilyZambia all over",2019-02-14 20:34:14,Mwansa_tenson_c
285,2,1,0,why ain't anyone talking of the girls appetite?  #DateMyFamilyZambia,2019-02-14 20:33:24,JVO_Martin
286,5,1,2,So this girl eats that much??? @TaWongDa #DateMyFamilyZambia,2019-02-14 20:33:09,mslipalile
287,6,1,0,"Miss sarcasm, you don't ask someone what their relationship plans are on a first date. Save those questions for later Wamona bakukana  #DatemyfamilyZambia",2019-02-14 20:33:04,Lillymwaba
288,5,0,0,This lawyer girl definitely giving us a picture about zcas lawyers #DateMyFamilyZambia,2019-02-14 20:32:03,ThomasMabwe
289,2,0,0,"Kimberly is OK. He should have just told her to fix her strap and she'd have calmed down.
#DateMyFamilyZambia",2019-02-14 20:31:38,kabwetembo
290,9,1,1,I'm very impressed with how courteous and engaged @TaWongDa was during the date despite his lack of interest in her. #DateMyFamilyZambia,2019-02-14 20:31:13,MissNashe
291,2,0,0,Did she just call him a layman.  she was like #DateMyFamilyZambia pic.twitter.com/BxySihnYhW,2019-02-14 20:31:09,chikumbipc
292,1,0,1,"He just said NO 
#DateMyFamilyZambia",2019-02-14 20:30:24,Xhabo101
293,15,1,0,"Episode done. Time to rewind to Musenges shirt so I can analyse it properly. That kit pangad me ha 
#DateMyFamilyZambia",2019-02-14 20:30:19,ShikokiChanda
294,4,1,0,The entire date and she didnt fell that her dress string/strap had fallen? #DateMyFamilyZambia,2019-02-14 20:30:16,banda_santika
295,3,0,0,THESE COMMENTS #DateMyFamilyZambia,2019-02-14 20:30:03,lordwami
296,5,0,1,Order in court..  #DateMyFamilyZambia https://twitter.com/joeylegz/status/1096142409564594176 …,2019-02-14 20:29:56,Maa_rla
297,0,0,0,"You can't be that desperate to find love, that girl just sat there when that little annoying man tried to touch her boobs. Wow, I would have thrown that drink at him and left  #DateMyFamilyZambia",2019-03-28 23:06:41,LeobaBono
298,0,0,0,It's not exposé its exposure!!! You are welcome  #datemyfamilyzambia,2019-03-28 22:34:33,TorriJonez
299,0,0,0,I think i wanna go on #datemyfamilyzambia,2019-03-28 22:30:45,WisoMunandi
300,2,0,0,Dude drives need for speed on his pc  #datemyfamilyzambia,2019-03-28 22:22:39,TorriJonez
301,1,0,0,"The guy can sing too 
Nice songs 
#datemyfamilyzambia pic.twitter.com/wU13Q5ktv0",2019-03-28 22:07:56,RMbachi
302,3,1,1,I didn't get a chance to watch #datemyfamilyzambia today but #zedtwitter has got me.... I feel like I was watching it the whole time,2019-03-28 22:02:00,nanzilike
303,2,0,0,"My bad. It was a sew-in 
#DateMyFamilyZambia https://twitter.com/ChongoLouise/status/1111352753601818625 …",2019-03-28 21:59:07,ChongoLouise
304,0,0,0,Oh my my that guy made Caleb look like a saint #datemyfamilyzambia,2019-03-28 21:51:54,ChanelMilner
305,1,0,1,How can we short people get the respect we deserve when short niqqaz are behaving like this on national TV  #DateMyFamilyZambia,2019-03-28 21:38:21,NyautiGodwin
306,0,1,0,This is when I am watching #DateMyFamilyZambia ,2019-03-28 21:21:03,LaBabyScientist
307,0,0,0,"so in middle of phone call i remembered today is Thursday and told person i have to go watch #datemyfamilyzambia & here i am, don't know what i would have done without zed twitter",2019-03-28 21:19:47,qtee_joy
308,15,0,3,"Someone on Facebook said ""Ba date my family imwe, where did you find this 35 year old bundro of joy?"" #datemyfamilyzambia 
You people have really finished me today.

Pray for your sins before you go to sleep.",2019-03-28 21:14:49,Tuttie_S
309,0,0,0,Im sorry watching #datemyfamilyzambia late...did he just say he was raped???,2019-03-28 21:04:43,Kachimfya1
310,8,1,2,"Today's episode of #datemyfamilyzambia reminded me of someone I met in the saloon not too long ago who was going through a rough breakup and was at a point where she could settle for anyone because she believed all men are the same. 
If you are single, please do remember this",2019-03-28 21:03:44,rnandazi
311,2,0,1,ANELE PHOLOBAS - WHAT IF..??  ( SPOKEN WORD)... #DateMyFamilyZambia #Durban #BBNaijaReunion #HouseOfBNG #AskAMan #KweseHeadstart #awp19 #Article13 #Eskom #NBA #SABCNewspic.twitter.com/uekuh1de2z,2019-03-28 21:03:27,Anele_Pholobas
312,0,0,0,"Today was fun, but if you were just visiting see you again next week #datemyfamilyzambia",2019-03-28 21:02:46,Malvin1915
313,2,1,0,That is called sexual harassment. #datemyfamilyzambia,2019-03-28 21:01:31,MissNashe
314,0,0,0,The  #datemyfamilyzambia Driver is a low key yobelly who had no option but to take up the job! Those shoes on that outfit??,2019-03-28 21:00:32,IdahMizz
315,2,2,1,It's been late for us short guys. Nomba try being a need and being short and tell me how that works out for ya  . #DateMyFamilyZambia https://twitter.com/lordwami/status/1111371103119831040 …,2019-03-28 20:59:30,JohnTembo1982
316,0,0,0,Olanimus.....#datemyfamilyzambia pic.twitter.com/v8s55lr7UO,2019-03-28 20:58:37,Kachimfya1
317,0,0,0,IT’S LATE FOR US SHORT NIGGAS HMMMM THESE #DateMyFamilyZambia TWEETS,2019-03-28 20:54:53,lordwami
318,0,0,0,NIGGAS JUST WATCHING #DateMyFamilyZambia TO SEE NICE GIRLS TO FOLLOW ,2019-03-28 20:53:04,lordwami
319,3,1,1,The #datemyfamilyzambia driver though....,2019-03-28 20:51:20,Kachimfya1
320,2,0,1,"I will have a ps4 in my matrimonial home!
#datemyfamilyzambia https://twitter.com/Ze88155413/status/1111366368631377920 …",2019-03-28 20:50:15,OfficialChali
321,1,1,0,Hahahahahha ati namukoshi alibe....this ka short chanda bell....#datemyfamilyzambia,2019-03-28 20:49:51,Kachimfya1
322,1,0,0,I missed #DateMyFamilyZambia,2019-03-28 20:45:57,dutchTk
323,0,0,0,Allo guys those of you looking for Asha from #DateMyFamilyZambia she is on twitter @MwaleAsha may the best man win!!!,2019-03-28 20:44:31,nikininja87
324,0,0,0,When he saw her boobs.  #datemyfamilyzambia pic.twitter.com/w2xHOBOW5y,2019-03-28 20:43:09,chikumbipc
325,1,0,1,#datemyfamilyzambia Olanimas be logging on to Twitter like.... pic.twitter.com/KJViFtdgUD,2019-03-28 20:42:48,brytonmunwa
326,4,0,0,Forget the shoes. Look at the guy in the back  #DateMyFamilyZambia https://twitter.com/ThomasMabwe/status/1111363693491687429 …,2019-03-28 20:42:40,mzz_martha
327,2,0,0,And that’s just how Asha’s man started having sleepless nights..#DateMyFamilyZambia,2019-03-28 20:42:31,Besa_o01
328,5,0,1,"Thank you #AfricellUganda . Luwero Are you ready for The biggest Celebration of Ugandan Music #PurplePartyTour This Easter Sunday at Nimrod Beach Powered by #AfricellUg Don’t be Cheated 
 #datemyfamilyzambia pic.twitter.com/zYzIpJGhm0",2019-03-28 20:42:05,AbdulWajjid
329,2,0,0,"Lmao"" how can you have one child with two baby daddies"" #datemyfamilyzambia ",2019-03-28 20:41:43,Scarlett_Ivyy
330,0,0,0,"Excuse me can we have order now, the show
#datemyfamilyzambia is finished let's return to our seats pic.twitter.com/j2ASjH5eyc",2019-03-28 20:41:40,FrazerBaratheon
331,19,4,5,"Can never go on #datemyfamilyzambia because you guys are so mean. Mess around and find a tweet saying ""This girl is shaped like a drum. Ama drum yapa Soweto."" and I will cry..",2019-03-28 20:40:16,Tuttie_S
332,0,1,0,He pulled it off. Wonders shall never cease #DateMyFamilyZambia,2019-03-28 20:40:11,21mgn03
333,2,1,1,Yeah  He played keyboard so not surprised he has a music video #DateMyFamilyZambia . @nikininja87 come see!https://twitter.com/MulengaSilfa/status/1111357624736538625 …,2019-03-28 20:39:50,JohnTembo1982
334,0,0,0,Theresa aint impressed #DateMyFamilyzambia,2019-03-28 20:39:44,king_cheelo
335,0,0,0,The olaminus guy on #datemyfamilyzambia wore the same outfit for all three dates with an undecided hair color cut and cut ,2019-03-28 20:38:24,charliealphas8
336,0,0,0,Theresa Theresa bum bum shika bum hmmmmm Theresa #datemyfamilyZambia,2019-03-28 20:37:27,king_cheelo
337,1,0,0,Ulanimous the HAIR-bender #datemyfamilyzambia pic.twitter.com/Xtw7ZYbRCZ,2019-03-28 20:37:00,XangaMataka
338,0,0,0,His made the show #DateMyFamilyZambia,2019-03-28 20:36:24,Kabwe_GS
339,2,0,0,"His arrogance is on another level, he thinks playing video games is actually something a man should take pride in? #DateMyFamilyZambia",2019-03-28 20:36:05,Ze88155413
340,3,1,0,Anna is sweet and polite #datemyfamilyZambia,2019-03-28 20:35:35,king_cheelo
341,8,0,0,"Y'all remember one of zambia's first cartoon ""killer bean"" well this guy olanimas reminds me of him. #datemyfamilyzambia #Zedtwitterpic.twitter.com/QBBGyS02Ry",2019-03-28 20:35:30,Tinashe46519968
342,2,0,0,Yooh Hope is rude . no wonder shes single.. Foul mouth #datemyfamilyZambia,2019-03-28 20:35:03,king_cheelo
343,1,0,1,Today i have learnt there is someone for each one of us.... apart form james  naleeka ok xecsi #datemyfamilyzambia,2019-03-28 20:34:47,MulengaSilfa
344,2,0,0,It is. No wonder if you're found on it that's the end #datemyfamilyzambia is shit https://twitter.com/dimple501/status/1111364956568633345 …,2019-03-28 20:34:23,FrazerBaratheon
345,5,0,0,This guy literally looks like he got bad breath. #DateMyFamilyZambia,2019-03-28 20:33:54,Ze88155413
346,1,0,0,This weeks date my family zambia was dead ass boring... We need some more prudence drama #Datemyfamilyzambia,2019-03-28 20:33:37,YJesper
347,6,1,1,Ati he has such shitty manners because his brain is closer to his bums... #datemyfamilyzambia,2019-03-28 20:33:36,Tuttie_S
348,2,0,0,We can now conclude that date my family is all about acting #DateMyFamilyZambia,2019-03-28 20:32:49,OwenphiriJr
349,1,0,0,Olanimas is good entertainer... #datemyfamilyzambia,2019-03-28 20:32:43,BonaventureBVM
350,9,1,1,Because thirst has no curfew #DateMyFamilyZambia,2019-03-28 20:31:44,TaWongDa
351,1,0,0,It’s like if Bill Cosby and Webster had a child #datemyfamilyzambia,2019-03-28 20:31:36,chikumbipc
352,3,2,0,This tweet though  #datemyfamilyzambia https://twitter.com/Mwaba_Mambwe/status/1111206324250005504 …,2019-03-28 20:31:26,Eezy_E360
353,9,0,1,"""if i doesn't work out. I think i will call Ann""!
Yeah bro!  Now we see why you have 2 baby mamas
Olanimus Mufintu!!! 
#datemyfamilyzambia",2019-03-28 20:31:19,kaila_artist
354,8,0,1,"See how us men take jokes, he’s short, we joked about it, ends there. Wait till a fat girl comes on  #datemyfamilyzambia",2019-03-28 20:30:56,vkaymynameis
355,11,1,0,Honestly am starting to think this whole show is a joke!#datemyfamilyzambia,2019-03-28 20:30:28,dimple501
356,7,0,0,Such things are the reason some of that are actually single won't use the #datemyfamilyzambia platform ,2019-03-28 20:30:22,Siya_Samri
357,1,1,0,So having ink on you and wearing make up makes one a slay queen??? is niggas really this dumb #DateMyFamilyZambia,2019-03-23 06:46:18,iDprinceZM
358,0,0,0,Again! What's the proper definition of a slay queen? #datemyfamilyZambia,2019-03-23 06:43:38,iDprinceZM
359,0,0,0,Zhane #datemyfamilyZambia,2019-03-23 06:40:57,iDprinceZM
360,1,0,0,"I just want to know which of you that went to #datemyfamilyZambia are still with the person u chose or the person that chose u. Show of hands. Anybody, nobody. Okay...",2019-03-23 06:28:07,remmymilambo
361,3,0,0,"I think it's time we all went and got measured. Pantu this average/medium height isn't cutting it bantu bandi
#datemyfamilyZambia",2019-03-22 16:31:54,lmana_v
362,0,0,0,"Just watched #DateMyFamilyZambia. Jesus christ, the ""superghetti"" lady has a high opinion of herself. So rude!",2019-03-22 16:29:03,lutelec
363,0,0,0,"Bill, your people let you down
#datemyfamilyZambia",2019-03-22 16:11:52,lmana_v
364,0,0,0,Uyu mukazi naye Zhane her statements are not adding up.. #datemyfamilyZambia,2019-03-22 16:04:49,lmana_v
365,1,0,0,James chose his envoys well.. #datemyfamilyZambia,2019-03-22 16:02:26,lmana_v
366,2,0,0,Why didn't Zhane just rock her natural hair..#datemyfamilyZambia,2019-03-22 15:59:07,Mwiche91
367,0,0,0,Ku James kuli ka liquor stool.. excuse me JJ you can call me mwaice an unlimited number of times for an hour #datemyfamilyZambia,2019-03-22 15:57:32,lmana_v
368,0,0,0,The shade in this show..jesoos #datemyfamilyZambia,2019-03-22 15:52:38,lmana_v
369,0,0,0,"Fellow women, there is absolutely nothing wrong if you want mans to have money
#datemyfamilyZambia",2019-03-22 15:52:37,lmana_v
370,1,0,0,"Uyu ""perkisi"" katwishi nganinani mungulu Sana #datemyfamilyZambia",2019-03-22 15:50:12,lmana_v
371,1,0,0,"Imwe this first family...bad manners

#datemyfamilyZambia",2019-03-22 15:48:26,lmana_v
372,1,0,0,Can you even imagine #datemyfamilyZambia with out #ZedTwitter ?,2019-03-22 15:37:01,Mixedyogibear
373,1,0,0,"Cheesooooos, she better start now then #DateMyFamilyZambia https://twitter.com/chikumbipc/status/1108832330087628801 …",2019-03-22 15:35:12,sour_bones
374,3,0,0,"Uncle J... Yenze yo payapaya ija!! Please chill a little, your attitude basically threw her off. Ndiye problem, muyaka before meeting the lady.I felt embarrassed on her behalf #datemyfamilyzambia",2019-03-22 09:38:08,Peter_Tembo83
375,0,0,0,Zed Twitter had a field day about #DateMyFamilyZambia,2019-03-22 09:11:29,MwileJohn
376,5,0,0,"Zhane wats someone with a degree when she doesn't have a career herself, Let me go and laugh. I will come back after lunch #datemyfamilyZambia",2019-03-22 09:03:02,IamMwila
377,1,0,0,#DateMyFamilyZambia James is a cool guy but annoying ,2019-03-22 08:51:16,MsLubinda
378,2,0,0,"Consistency please
Debt collector,Accountant,Model,THORACIC SURGEON At 21 surgeon did she start school at 1
 #DateMyFamilyZambia",2019-03-22 08:38:11,ChoongoMacha1
379,1,2,0,"So the girl on #datemyfamilyZambia, ""music is not a career"".... okay ",2019-03-22 08:23:35,emceeblENDe
380,9,1,2,"I think we should have the VOICE zambia for more opportunities to the lovers of music
Since we already have #datemyfamilyZambia why not the voice ",2019-03-22 08:01:37,PaigeEthy
381,3,0,1,I just love how zed twitter comes together cause of this show  #datemyfamilyZambia,2019-03-22 07:36:49,kayci6
382,172,16,29,It's ok if our people struggle to pronounce spaghetti. It's a foreign language. Would it be a big deal if an Italian failed to pronounce vinkumbala? #datemyfamilyZambia,2019-03-22 07:14:11,JitoKayumba
383,0,0,0,Am i the only one who does NOT watch #datemyfamilyZambia?,2019-03-22 06:51:06,amthejaycee
